customer_id,last_order_date,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment
107786,2024-03-16,656,1,2159.74,1,1,4,Lost
107788,2025-10-29,64,1,133.67000000000002,4,1,1,Potential Loyalists
107789,2025-11-06,56,7,3110.8900000000003,4,5,5,Champions
107791,2025-11-20,42,3,1505.61,4,3,4,Potential Loyalists
107792,2024-04-12,629,2,269.46,1,3,1,Others
107793,2024-12-03,394,1,192.73,2,1,1,Lost
107794,2025-05-28,218,3,958.94,3,3,3,Others
107795,2025-12-16,16,14,4679.33,5,5,5,Champions
107796,2025-07-19,166,3,462.44,3,3,2,Others
107798,2025-12-02,30,6,3208.79,5,5,5,Champions
107799,2023-08-21,864,1,608.88,1,1,2,Lost
107803,2025-09-24,99,4,688.19,4,4,2,Others
107804,2025-10-29,64,3,2966.03,4,3,5,Potential Loyalists
107805,2023-07-02,914,1,1118.9199999999998,1,1,3,Lost
107806,2024-12-25,372,2,110.9,2,3,1,Others
107807,2025-08-18,136,16,11422.0,3,5,5,Loyal
107808,2025-08-04,150,1,622.11,3,1,2,Others
107809,2025-11-23,39,5,2937.48,5,4,5,Champions
107810,2023-09-25,829,3,682.97,1,3,2,Others
107813,2025-12-09,23,11,3756.23,5,5,5,Champions
107814,2025-08-17,137,1,40.48,3,1,1,Others
107815,2025-01-06,360,2,1377.7299999999998,2,3,3,Others
107816,2024-04-09,632,1,431.59000000000003,1,1,2,Lost
107817,2025-11-11,51,3,1451.4,4,3,4,Potential Loyalists
107818,2025-04-13,263,2,2064.9700000000003,3,3,4,Others
107819,2025-05-06,240,1,1535.88,3,1,4,Others
107820,2025-12-12,20,6,815.16,5,5,3,Loyal
107821,2024-11-04,423,2,480.84000000000003,2,3,2,Others
107826,2025-08-23,131,5,2096.64,3,4,4,Loyal
107827,2025-06-22,193,5,3624.97,3,4,5,Loyal
107828,2025-12-24,8,11,8213.37,5,5,5,Champions
107829,2024-12-03,394,4,2183.82,2,4,4,At Risk
107830,2024-11-04,423,2,901.1600000000001,2,3,3,Others
107831,2025-03-22,285,4,3668.3199999999997,2,4,5,At Risk
107833,2025-11-19,43,6,3527.2,4,5,5,Champions
107834,2024-07-15,535,3,386.56,1,3,2,Others
107835,2025-07-29,156,5,2194.17,3,4,4,Loyal
107837,2025-04-02,274,7,1874.26,3,5,4,Loyal
107838,2025-12-15,17,14,3988.8,5,5,5,Champions
107839,2024-05-07,604,1,223.82999999999998,1,1,1,Lost
107840,2025-08-30,124,5,1866.36,4,4,4,Champions
107842,2025-05-01,245,1,1078.24,3,1,3,Others
107843,2023-02-11,1055,1,49.33,1,1,1,Lost
107844,2025-12-07,25,6,2740.63,5,5,5,Champions
107847,2024-05-17,594,2,615.3299999999999,1,3,2,Others
107849,2024-12-30,367,2,176.95999999999998,2,3,1,Others
107850,2024-05-19,592,3,2186.77,1,3,4,Others
107851,2025-01-16,350,2,73.83,2,3,1,Others
107852,2025-03-03,304,2,1120.48,2,3,3,Others
107854,2025-12-30,2,14,6885.18,5,5,5,Champions
107855,2025-10-14,79,6,1975.41,4,5,4,Champions
107856,2025-08-30,124,8,2072.09,4,5,4,Champions
107857,2025-12-29,3,4,1831.25,5,4,4,Champions
107860,2023-03-24,1014,1,375.27,1,1,2,Lost
107862,2024-09-15,473,1,544.54,2,1,2,Lost
107864,2025-09-07,116,3,2074.86,4,3,4,Potential Loyalists
107865,2025-12-17,15,3,1387.87,5,3,3,Potential Loyalists
107866,2025-12-05,27,9,4683.96,5,5,5,Champions
107867,2025-12-31,1,4,1866.62,5,4,4,Champions
107868,2024-07-16,534,2,213.32999999999998,1,3,1,Others
107870,2025-12-06,26,5,1661.5,5,4,4,Champions
107872,2023-01-07,1090,1,123.28999999999999,1,1,1,Lost
107874,2024-03-03,669,1,20.69,1,1,1,Lost
107875,2023-10-04,820,1,2235.68,1,1,4,Lost
107876,2025-09-25,98,2,648.16,4,3,2,Potential Loyalists
107878,2025-10-28,65,3,2186.35,4,3,4,Potential Loyalists
107879,2025-07-26,159,4,2707.25,3,4,5,Loyal
107880,2025-11-03,59,3,821.36,4,3,3,Potential Loyalists
107881,2025-12-07,25,7,1980.28,5,5,4,Champions
107882,2025-05-06,240,3,2258.4,3,3,4,Others
107883,2024-06-23,557,3,1252.28,1,3,3,Others
107887,2025-11-20,42,2,208.95,4,3,1,Potential Loyalists
107888,2023-12-24,739,1,161.42000000000002,1,1,1,Lost
107889,2025-07-27,158,1,1792.18,3,1,4,Others
107890,2025-12-28,4,5,3498.87,5,4,5,Champions
107892,2025-10-13,80,4,3689.33,4,4,5,Champions
107893,2025-02-01,334,3,317.27,2,3,2,Others
107894,2023-04-29,978,1,795.69,1,1,3,Lost
107895,2025-10-17,76,2,532.5,4,3,2,Potential Loyalists
107896,2025-12-30,2,4,481.04,5,4,2,Others
107897,2025-07-12,173,3,1581.45,3,3,4,Others
107900,2025-04-02,274,7,5414.74,3,5,5,Loyal
107901,2025-12-24,8,4,1544.2,5,4,4,Champions
107903,2025-11-26,36,3,1378.2,5,3,3,Potential Loyalists
107904,2025-12-28,4,7,2781.3199999999997,5,5,5,Champions
107905,2025-11-23,39,9,3943.48,5,5,5,Champions
107906,2025-09-14,109,7,3581.09,4,5,5,Champions
107907,2023-01-15,1082,1,145.86,1,1,1,Lost
107908,2024-01-22,710,1,63.67,1,1,1,Lost
107909,2025-07-01,184,14,5014.099999999999,3,5,5,Loyal
107910,2025-03-12,295,5,1916.6599999999999,2,4,4,At Risk
107911,2025-06-25,190,11,8659.36,3,5,5,Loyal
107912,2025-03-30,277,7,2781.61,3,5,5,Loyal
107913,2023-08-11,874,1,841.8000000000001,1,1,3,Lost
107914,2025-12-11,21,3,380.34000000000003,5,3,2,Potential Loyalists
107915,2025-10-26,67,1,225.05,4,1,1,Potential Loyalists
107916,2024-07-09,541,1,924.61,1,1,3,Lost
107917,2023-10-14,810,1,449.65999999999997,1,1,2,Lost
107919,2025-10-08,85,3,1271.01,4,3,3,Potential Loyalists
107920,2025-04-13,263,3,1199.73,3,3,3,Others
107921,2023-08-13,872,1,543.47,1,1,2,Lost
107922,2025-12-15,17,6,1279.77,5,5,3,Loyal
107924,2025-06-08,207,2,732.94,3,3,3,Others
107925,2024-12-17,380,5,2198.11,2,4,4,At Risk
107927,2025-05-10,236,6,1791.76,3,5,4,Loyal
107929,2025-12-25,7,2,1953.34,5,3,4,Potential Loyalists
107930,2025-04-14,262,4,2842.12,3,4,5,Loyal
107931,2023-12-28,735,1,175.66,1,1,1,Lost
107932,2025-08-26,128,3,2346.4900000000002,3,3,4,Others
107933,2025-12-19,13,6,2072.94,5,5,4,Champions
107934,2024-12-23,374,1,34.69,2,1,1,Lost
107935,2025-10-30,63,4,1415.39,4,4,4,Champions
107936,2025-10-03,90,2,821.01,4,3,3,Potential Loyalists
107937,2025-04-24,252,1,93.99,3,1,1,Others
107938,2025-01-17,349,1,192.01999999999998,2,1,1,Lost
107939,2025-12-01,31,7,3034.65,5,5,5,Champions
107940,2025-01-12,354,1,44.9,2,1,1,Lost
107942,2025-12-10,22,16,8188.26,5,5,5,Champions
107943,2023-12-01,762,2,1092.54,1,3,3,Others
107944,2023-12-07,756,1,137.65,1,1,1,Lost
107945,2025-06-17,198,1,59.29,3,1,1,Others
107946,2025-12-04,28,5,2172.99,5,4,4,Champions
107947,2025-12-29,3,21,8472.16,5,5,5,Champions
107948,2025-10-18,75,2,359.94,4,3,2,Potential Loyalists
107950,2025-09-02,121,5,556.63,4,4,2,Others
107952,2025-08-07,147,1,153.81,3,1,1,Others
107953,2025-09-17,106,6,2301.93,4,5,4,Champions
107954,2025-06-09,206,3,1104.6399999999999,3,3,3,Others
107955,2025-09-27,96,4,1214.8799999999999,4,4,3,Loyal
107956,2025-12-19,13,5,193.7,5,4,1,Others
107959,2025-08-29,125,1,1092.92,4,1,3,Potential Loyalists
107960,2023-02-18,1048,1,75.44,1,1,1,Lost
107961,2024-10-10,448,4,1947.97,2,4,4,At Risk
107962,2024-10-23,435,4,1449.77,2,4,4,At Risk
107964,2023-10-27,797,1,1022.49,1,1,3,Lost
107965,2024-05-10,601,2,342.58000000000004,1,3,2,Others
107967,2025-05-25,221,8,5211.97,3,5,5,Loyal
107969,2025-10-05,88,8,3149.11,4,5,5,Champions
107971,2025-06-20,195,10,2709.58,3,5,5,Loyal
107972,2025-01-05,361,3,1568.67,2,3,4,Others
107973,2025-05-30,216,6,1808.98,3,5,4,Loyal
107974,2025-09-25,98,11,3318.97,4,5,5,Champions
107975,2024-09-12,476,2,1459.93,2,3,4,Others
107976,2023-10-25,799,1,286.74,1,1,1,Lost
107980,2025-12-31,1,9,3760.01,5,5,5,Champions
107981,2024-05-31,580,1,14.98,1,1,1,Lost
107982,2025-07-26,159,5,1283.1499999999999,3,4,3,Loyal
107984,2025-09-09,114,2,86.38,4,3,1,Potential Loyalists
107985,2025-11-12,50,2,1514.6200000000001,4,3,4,Potential Loyalists
107986,2025-06-11,204,3,5696.7300000000005,3,3,5,Others
107988,2025-08-20,134,9,5054.42,3,5,5,Loyal
107989,2025-12-21,11,5,1083.53,5,4,3,Loyal
107990,2025-03-08,299,2,2763.23,2,3,5,Others
107992,2024-04-29,612,2,673.4599999999999,1,3,2,Others
107994,2025-12-27,5,7,2642.56,5,5,4,Champions
107995,2025-06-15,200,1,124.64,3,1,1,Others
107996,2025-12-19,13,11,7892.2699999999995,5,5,5,Champions
107997,2025-01-01,365,1,421.96000000000004,2,1,2,Lost
107998,2025-12-18,14,23,12222.98,5,5,5,Champions
107999,2024-12-17,380,1,81.59,2,1,1,Lost
108000,2025-05-31,215,3,1191.9,3,3,3,Others
108001,2024-02-28,673,1,52.2,1,1,1,Lost
108002,2025-09-19,104,3,2228.09,4,3,4,Potential Loyalists
108003,2025-09-26,97,1,949.11,4,1,3,Potential Loyalists
108004,2023-09-26,828,2,617.05,1,3,2,Others
108006,2025-07-07,178,4,2832.5699999999997,3,4,5,Loyal
108007,2025-01-16,350,3,1996.61,2,3,4,Others
108008,2023-09-26,828,2,1071.45,1,3,3,Others
108010,2024-09-29,459,2,215.09,2,3,1,Others
108011,2025-11-09,53,1,169.8,4,1,1,Potential Loyalists
108013,2025-11-27,35,2,776.21,5,3,3,Potential Loyalists
108014,2024-01-02,730,1,1237.57,1,1,3,Lost
108015,2025-08-21,133,9,7599.599999999999,3,5,5,Loyal
108018,2024-10-27,431,3,1365.6100000000001,2,3,3,Others
108021,2025-08-30,124,10,6556.3,4,5,5,Champions
108022,2025-02-27,308,2,374.08000000000004,2,3,2,Others
108024,2024-09-23,465,1,400.75,2,1,2,Lost
108025,2025-12-18,14,5,3406.5,5,4,5,Champions
108027,2025-10-28,65,3,1649.49,4,3,4,Potential Loyalists
108028,2024-04-05,636,3,1967.76,1,3,4,Others
108029,2024-09-10,478,1,38.19,2,1,1,Lost
108030,2024-03-15,657,1,135.37,1,1,1,Lost
108032,2024-11-06,421,2,561.7,2,3,2,Others
108033,2025-11-18,44,4,2119.94,4,4,4,Champions
108034,2025-08-30,124,2,774.31,4,3,3,Potential Loyalists
108036,2025-12-24,8,2,816.35,5,3,3,Potential Loyalists
108039,2025-10-22,71,7,5611.1900000000005,4,5,5,Champions
108040,2024-11-13,414,2,479.0,2,3,2,Others
108041,2024-08-15,504,2,222.4,2,3,1,Others
108042,2025-09-09,114,2,487.07,4,3,2,Potential Loyalists
108044,2025-12-24,8,11,6139.87,5,5,5,Champions
108045,2025-10-28,65,1,1006.7,4,1,3,Potential Loyalists
108046,2023-12-14,749,1,128.85,1,1,1,Lost
108048,2025-10-01,92,5,3423.0699999999997,4,4,5,Champions
108049,2023-08-06,879,1,2122.3999999999996,1,1,4,Lost
108050,2024-03-22,650,2,770.14,1,3,3,Others
108051,2025-09-24,99,5,3090.23,4,4,5,Champions
108052,2025-09-08,115,3,1516.41,4,3,4,Potential Loyalists
108054,2025-08-28,126,7,2799.16,4,5,5,Champions
108055,2024-03-11,661,2,672.26,1,3,2,Others
108056,2024-04-01,640,1,215.56,1,1,1,Lost
108057,2023-04-29,978,1,765.3,1,1,3,Lost
108059,2024-08-04,515,2,466.73,2,3,2,Others
108060,2024-07-28,522,1,169.78,2,1,1,Lost
108061,2025-03-22,285,1,287.99,2,1,1,Lost
108062,2023-12-16,747,1,195.54000000000002,1,1,1,Lost
108063,2025-03-24,283,3,1960.35,3,3,4,Others
108064,2025-09-05,118,10,5754.35,4,5,5,Champions
108065,2025-06-10,205,5,2396.5,3,4,4,Loyal
108066,2025-12-12,20,8,1773.96,5,5,4,Champions
108068,2025-11-24,38,12,2707.59,5,5,5,Champions
108070,2025-12-21,11,20,14631.37,5,5,5,Champions
108071,2023-08-07,878,1,141.53,1,1,1,Lost
108072,2025-07-28,157,5,1596.42,3,4,4,Loyal
108075,2025-11-22,40,16,6433.34,5,5,5,Champions
108077,2024-03-07,665,1,777.1,1,1,3,Lost
108079,2024-07-05,545,2,264.0,1,3,1,Others
108080,2025-12-19,13,6,2569.8,5,5,4,Champions
108081,2025-06-13,202,2,3639.7799999999997,3,3,5,Others
108084,2024-07-23,527,2,1351.4299999999998,2,3,3,Others
108085,2024-07-13,537,2,1242.56,1,3,3,Others
108086,2024-11-10,417,4,3690.5299999999997,2,4,5,At Risk
108087,2024-05-11,600,2,857.18,1,3,3,Others
108088,2025-03-17,290,3,1462.79,2,3,4,Others
108089,2025-09-08,115,3,998.16,4,3,3,Potential Loyalists
108090,2024-02-16,685,1,275.53999999999996,1,1,1,Lost
108091,2024-08-25,494,1,152.69,2,1,1,Lost
108092,2024-11-28,399,3,1033.53,2,3,3,Others
108094,2025-11-07,55,2,784.25,4,3,3,Potential Loyalists
108095,2025-11-16,46,6,3189.37,4,5,5,Champions
108096,2024-10-05,453,1,1324.15,2,1,3,Lost
108097,2023-10-16,808,1,217.76999999999998,1,1,1,Lost
108098,2025-09-07,116,2,223.81,4,3,1,Potential Loyalists
108100,2024-03-17,655,2,305.92,1,3,2,Others
108101,2025-12-07,25,12,7315.78,5,5,5,Champions
108102,2025-12-24,8,7,3491.43,5,5,5,Champions
108103,2025-08-05,149,1,1361.18,3,1,3,Others
108104,2025-07-08,177,1,68.47,3,1,1,Others
108105,2025-11-01,61,2,1343.79,4,3,3,Potential Loyalists
108106,2025-10-30,63,2,1135.18,4,3,3,Potential Loyalists
108107,2025-12-01,31,1,128.22,5,1,1,Potential Loyalists
108109,2025-11-28,34,3,1129.29,5,3,3,Potential Loyalists
108110,2025-09-26,97,5,2566.46,4,4,4,Champions
108111,2024-04-30,611,3,1126.4299999999998,1,3,3,Others
108112,2025-12-05,27,6,1516.2,5,5,4,Champions
108113,2024-05-05,606,1,1024.42,1,1,3,Lost
108114,2025-10-21,72,9,3123.33,4,5,5,Champions
108115,2023-10-19,805,1,199.41,1,1,1,Lost
108116,2025-03-08,299,1,21.01,2,1,1,Lost
108119,2025-12-19,13,3,1660.8,5,3,4,Potential Loyalists
108121,2025-11-06,56,1,980.48,4,1,3,Potential Loyalists
108123,2024-06-28,552,1,172.52,1,1,1,Lost
108124,2025-09-15,108,6,1320.46,4,5,3,Loyal
108125,2025-09-28,95,4,1537.38,4,4,4,Champions
108127,2025-04-13,263,2,692.76,3,3,2,Others
108128,2025-03-03,304,2,1271.55,2,3,3,Others
108129,2023-01-07,1090,1,281.18,1,1,1,Lost
108131,2025-06-25,190,6,3149.15,3,5,5,Loyal
108133,2024-07-09,541,2,443.9,1,3,2,Others
108135,2025-12-05,27,4,1067.63,5,4,3,Loyal
108137,2025-11-02,60,3,1531.03,4,3,4,Potential Loyalists
108138,2025-05-30,216,9,3489.21,3,5,5,Loyal
108140,2025-12-04,28,7,3313.85,5,5,5,Champions
108141,2025-12-23,9,6,1724.05,5,5,4,Champions
108142,2025-11-11,51,4,741.78,4,4,3,Loyal
108144,2025-05-26,220,6,2955.6800000000003,3,5,5,Loyal
108145,2025-12-30,2,4,1946.5700000000002,5,4,4,Champions
108146,2023-09-05,849,1,74.72,1,1,1,Lost
108147,2024-05-01,610,1,127.13,1,1,1,Lost
108150,2025-09-24,99,3,1481.42,4,3,4,Potential Loyalists
108151,2025-09-09,114,4,3381.65,4,4,5,Champions
108152,2025-07-30,155,2,267.36,3,3,1,Others
108153,2025-12-03,29,1,502.41,5,1,2,Potential Loyalists
108155,2025-09-08,115,4,911.01,4,4,3,Loyal
108156,2025-08-01,153,8,1797.28,3,5,4,Loyal
108157,2025-12-31,1,17,10887.38,5,5,5,Champions
108158,2025-09-13,110,1,2128.82,4,1,4,Potential Loyalists
108160,2025-05-07,239,1,296.18,3,1,2,Others
108161,2025-11-27,35,6,2084.29,5,5,4,Champions
108165,2024-11-08,419,1,703.1200000000001,2,1,2,Lost
108166,2025-12-21,11,1,408.36,5,1,2,Potential Loyalists
108167,2025-08-28,126,2,607.37,4,3,2,Potential Loyalists
108168,2025-09-11,112,1,301.03000000000003,4,1,2,Potential Loyalists
108169,2025-06-02,213,2,2067.72,3,3,4,Others
108170,2024-02-29,672,2,492.21,1,3,2,Others
108171,2024-07-02,548,1,32.62,1,1,1,Lost
108172,2024-12-17,380,5,1570.53,2,4,4,At Risk
108174,2024-10-05,453,1,264.48,2,1,1,Lost
108175,2025-08-15,139,1,513.26,3,1,2,Others
108176,2024-07-23,527,1,180.05,2,1,1,Lost
108178,2025-02-13,322,2,315.74,2,3,2,Others
108179,2025-01-25,341,2,1669.3799999999999,2,3,4,Others
108181,2025-09-21,102,1,420.05,4,1,2,Potential Loyalists
108182,2025-12-14,18,1,108.53999999999999,5,1,1,Potential Loyalists
108183,2024-01-07,725,2,550.52,1,3,2,Others
108184,2025-12-16,16,2,1169.25,5,3,3,Potential Loyalists
108185,2025-11-11,51,9,4425.34,4,5,5,Champions
108187,2025-12-11,21,10,3430.01,5,5,5,Champions
108188,2024-01-02,730,1,355.47,1,1,2,Lost
108189,2024-10-06,452,1,76.35,2,1,1,Lost
108191,2025-11-25,37,4,827.67,5,4,3,Loyal
108192,2024-08-20,499,3,525.23,2,3,2,Others
108193,2025-07-14,171,10,4113.76,3,5,5,Loyal
108195,2025-12-07,25,4,4019.3199999999997,5,4,5,Champions
108196,2025-12-23,9,10,4662.86,5,5,5,Champions
108197,2025-02-24,311,1,979.82,2,1,3,Lost
108199,2024-11-02,425,1,248.66,2,1,1,Lost
108200,2025-07-21,164,5,1743.22,3,4,4,Loyal
108201,2025-08-18,136,3,661.19,3,3,2,Others
108203,2025-11-11,51,3,458.54,4,3,2,Potential Loyalists
108204,2025-06-17,198,2,827.81,3,3,3,Others
108205,2025-11-05,57,5,621.68,4,4,2,Others
108206,2025-08-23,131,5,1713.19,3,4,4,Loyal
108207,2025-06-11,204,7,3099.25,3,5,5,Loyal
108208,2024-08-24,495,2,818.4300000000001,2,3,3,Others
108210,2025-10-24,69,8,2440.44,4,5,4,Champions
108211,2023-12-31,732,1,463.48999999999995,1,1,2,Lost
108212,2025-11-08,54,10,8158.75,4,5,5,Champions
108214,2025-12-30,2,8,4813.14,5,5,5,Champions
108215,2023-10-02,822,1,385.70000000000005,1,1,2,Lost
108216,2025-12-08,24,10,3512.78,5,5,5,Champions
108218,2025-12-22,10,3,891.0,5,3,3,Potential Loyalists
108219,2025-09-14,109,2,845.4499999999999,4,3,3,Potential Loyalists
108220,2024-12-13,384,1,932.76,2,1,3,Lost
108222,2023-02-11,1055,1,210.64000000000001,1,1,1,Lost
108224,2025-10-14,79,3,650.32,4,3,2,Potential Loyalists
108225,2023-11-23,770,1,34.23,1,1,1,Lost
108226,2024-10-31,427,3,2284.38,2,3,4,Others
108227,2024-10-04,454,1,742.9200000000001,2,1,3,Lost
108229,2025-09-22,101,3,1895.12,4,3,4,Potential Loyalists
108231,2025-10-02,91,8,2597.95,4,5,4,Champions
108232,2025-06-02,213,2,172.63,3,3,1,Others
108234,2025-04-29,247,12,2720.17,3,5,5,Loyal
108235,2025-02-18,317,3,501.18,2,3,2,Others
108237,2025-12-11,21,18,9071.09,5,5,5,Champions
108238,2025-08-30,124,2,795.3199999999999,4,3,3,Potential Loyalists
108239,2024-12-17,380,1,2076.22,2,1,4,Lost
108240,2025-11-18,44,7,4501.03,4,5,5,Champions
108241,2024-12-31,366,3,1571.97,2,3,4,Others
108242,2025-10-07,86,8,2769.15,4,5,5,Champions
108243,2025-12-17,15,2,835.96,5,3,3,Potential Loyalists
108245,2023-12-18,745,2,728.29,1,3,2,Others
108247,2025-12-14,18,2,176.87,5,3,1,Potential Loyalists
108249,2024-07-18,532,1,801.12,2,1,3,Lost
108251,2025-08-24,130,2,2451.42,3,3,4,Others
108254,2024-10-25,433,2,240.21,2,3,1,Others
108256,2025-08-04,150,1,277.42,3,1,1,Others
108259,2025-11-20,42,3,1337.36,4,3,3,Potential Loyalists
108260,2025-11-10,52,6,4741.8,4,5,5,Champions
108261,2024-03-19,653,1,159.64999999999998,1,1,1,Lost
108262,2023-04-29,978,1,754.13,1,1,3,Lost
108263,2025-12-07,25,9,4158.12,5,5,5,Champions
108264,2025-02-18,317,3,812.36,2,3,3,Others
108265,2025-12-02,30,1,1251.36,5,1,3,Potential Loyalists
108266,2025-12-11,21,3,1943.04,5,3,4,Potential Loyalists
108267,2023-08-04,881,1,1031.66,1,1,3,Lost
108268,2023-04-01,1006,2,607.65,1,3,2,Others
108269,2025-04-21,255,4,2574.27,3,4,4,Loyal
108271,2025-09-19,104,1,59.98,4,1,1,Potential Loyalists
108272,2025-12-27,5,1,94.9,5,1,1,Potential Loyalists
108273,2025-12-23,9,13,4197.24,5,5,5,Champions
108274,2025-07-05,180,2,1336.3899999999999,3,3,3,Others
108275,2023-10-06,818,1,599.64,1,1,2,Lost
108276,2025-01-29,337,2,981.36,2,3,3,Others
108277,2025-06-20,195,2,4377.18,3,3,5,Others
108278,2025-08-27,127,1,1039.32,4,1,3,Potential Loyalists
108279,2025-06-01,214,2,1564.3799999999999,3,3,4,Others
108281,2023-05-14,963,1,161.11,1,1,1,Lost
108282,2025-12-12,20,7,4400.85,5,5,5,Champions
108283,2024-12-23,374,3,2906.88,2,3,5,Others
108284,2025-01-26,340,2,777.02,2,3,3,Others
108286,2025-03-17,290,1,108.17,2,1,1,Lost
108288,2025-12-14,18,1,723.18,5,1,2,Potential Loyalists
108289,2024-09-12,476,1,481.46,2,1,2,Lost
108290,2025-10-10,83,1,948.4100000000001,4,1,3,Potential Loyalists
108291,2025-01-15,351,1,590.48,2,1,2,Lost
108292,2025-10-08,85,8,3326.88,4,5,5,Champions
108293,2025-10-01,92,4,1349.17,4,4,3,Loyal
108294,2025-12-27,5,14,4992.05,5,5,5,Champions
108295,2023-07-14,902,1,113.86,1,1,1,Lost
108296,2025-07-14,171,3,389.65999999999997,3,3,2,Others
108298,2024-03-22,650,2,316.0,1,3,2,Others
108300,2024-12-26,371,4,1510.29,2,4,4,At Risk
108301,2023-11-16,777,1,920.56,1,1,3,Lost
108302,2025-11-05,57,5,1511.6000000000001,4,4,4,Champions
108303,2025-11-21,41,8,4387.45,5,5,5,Champions
108306,2025-11-24,38,8,3237.52,5,5,5,Champions
108307,2024-11-29,398,3,2181.43,2,3,4,Others
108308,2025-04-24,252,3,275.83,3,3,1,Others
108309,2024-11-24,403,1,1085.17,2,1,3,Lost
108310,2024-07-24,526,1,453.68,2,1,2,Lost
108311,2025-09-09,114,3,319.55999999999995,4,3,2,Potential Loyalists
108312,2024-12-07,390,2,2060.7799999999997,2,3,4,Others
108313,2025-02-01,334,1,648.6700000000001,2,1,2,Lost
108315,2025-12-01,31,18,7258.5599999999995,5,5,5,Champions
108316,2025-10-10,83,3,1294.28,4,3,3,Potential Loyalists
108318,2025-08-04,150,9,3438.58,3,5,5,Loyal
108319,2025-07-23,162,2,137.01999999999998,3,3,1,Others
108320,2025-12-22,10,9,3995.41,5,5,5,Champions
108321,2025-12-12,20,6,1819.19,5,5,4,Champions
108324,2023-09-04,850,1,572.55,1,1,2,Lost
108325,2024-04-02,639,1,592.21,1,1,2,Lost
108326,2025-06-14,201,3,391.19,3,3,2,Others
108327,2025-09-11,112,6,3186.32,4,5,5,Champions
108328,2025-12-03,29,1,483.15999999999997,5,1,2,Potential Loyalists
108332,2025-12-03,29,2,199.88,5,3,1,Potential Loyalists
108333,2025-12-25,7,4,1195.16,5,4,3,Loyal
108334,2025-09-15,108,8,3926.85,4,5,5,Champions
108335,2023-05-19,958,1,90.89,1,1,1,Lost
108336,2024-11-24,403,2,1158.9199999999998,2,3,3,Others
108337,2025-08-04,150,2,527.31,3,3,2,Others
108338,2025-08-27,127,6,3226.44,4,5,5,Champions
108340,2023-02-18,1048,1,57.17,1,1,1,Lost
108341,2025-04-30,246,3,530.39,3,3,2,Others
108342,2024-01-21,711,1,94.66,1,1,1,Lost
108343,2025-11-14,48,2,390.65999999999997,4,3,2,Potential Loyalists
108345,2025-11-30,32,2,1009.88,5,3,3,Potential Loyalists
108346,2024-03-06,666,2,666.3199999999999,1,3,2,Others
108347,2025-12-06,26,3,2116.85,5,3,4,Potential Loyalists
108349,2024-04-01,640,2,836.25,1,3,3,Others
108350,2025-04-02,274,2,158.31,3,3,1,Others
108351,2024-08-03,516,3,2080.7400000000002,2,3,4,Others
108352,2023-10-16,808,1,780.37,1,1,3,Lost
108353,2025-04-29,247,6,2008.77,3,5,4,Loyal
108354,2025-11-28,34,3,1078.96,5,3,3,Potential Loyalists
108355,2025-09-10,113,2,151.05,4,3,1,Potential Loyalists
108356,2025-07-29,156,1,79.6,3,1,1,Others
108357,2025-12-04,28,14,11349.04,5,5,5,Champions
108358,2025-11-02,60,2,1129.8400000000001,4,3,3,Potential Loyalists
108360,2025-12-27,5,8,6312.16,5,5,5,Champions
108362,2024-09-06,482,1,24.53,2,1,1,Lost
108363,2025-12-02,30,2,900.98,5,3,3,Potential Loyalists
108364,2025-12-13,19,1,84.23,5,1,1,Potential Loyalists
108365,2025-11-06,56,2,165.78,4,3,1,Potential Loyalists
108366,2025-12-06,26,3,733.83,5,3,3,Potential Loyalists
108367,2025-07-08,177,3,674.0699999999999,3,3,2,Others
108368,2023-09-10,844,1,1013.63,1,1,3,Lost
108369,2024-09-27,461,2,899.59,2,3,3,Others
108370,2025-11-09,53,4,440.53,4,4,2,Others
108371,2025-08-24,130,9,3170.14,3,5,5,Loyal
108372,2024-11-14,413,1,409.72999999999996,2,1,2,Lost
108373,2025-12-29,3,29,14519.79,5,5,5,Champions
108374,2024-06-17,563,1,1362.9600000000003,1,1,3,Lost
108376,2025-05-31,215,2,1762.3,3,3,4,Others
108377,2025-12-29,3,11,2978.53,5,5,5,Champions
108378,2025-08-25,129,3,2369.44,3,3,4,Others
108379,2025-12-26,6,7,2204.18,5,5,4,Champions
108380,2025-09-07,116,1,35.67,4,1,1,Potential Loyalists
108382,2025-03-17,290,8,4111.25,2,5,5,At Risk
108383,2024-02-15,686,1,119.5,1,1,1,Lost
108384,2025-11-14,48,1,1299.18,4,1,3,Potential Loyalists
108385,2025-06-28,187,2,188.98000000000002,3,3,1,Others
108386,2025-06-01,214,3,1164.37,3,3,3,Others
108389,2025-10-10,83,9,4897.2,4,5,5,Champions
108390,2025-12-03,29,3,1089.59,5,3,3,Potential Loyalists
108391,2025-03-30,277,1,149.64,3,1,1,Others
108393,2025-09-04,119,3,1180.71,4,3,3,Potential Loyalists
108394,2025-10-20,73,5,1585.76,4,4,4,Champions
108395,2025-11-13,49,2,2608.53,4,3,4,Potential Loyalists
108396,2023-05-28,949,1,109.07,1,1,1,Lost
108397,2025-01-28,338,3,1424.65,2,3,4,Others
108398,2025-11-10,52,1,237.38,4,1,1,Potential Loyalists
108399,2025-11-17,45,3,516.21,4,3,2,Potential Loyalists
108400,2024-06-14,566,1,416.18,1,1,2,Lost
